emp_id,income,expected_income,risk_score,quality
4670743,2795,800,75500,0.697304
5871144,4780,1600,70800,0.437514
8648833,3003,600,73500,0.842182
4874669,2770,800,71450,0.47352
7552886,6500,800,63400,0.62486
7340357,1675,600,72750,0.710578
5823105,2015,500,61100,0.34072
9285742,4575,1800,92450,0.105403
7383029,2495,600,37650,0.477338
7253891,3247,600,63850,0.542907
5730895,5231,1200,83600,0.598103
4885262,4100,600,66850,0.661466
1647760,2065,700,68900,0.722968
1872400,3130,1150,78150,0.721713
7831017,9283,900,60450,0.610022
9929502,3025,600,68350,0.742167
2421077,4765,2700,40550,0.372043
6712617,6095,3300,45450,0.416349
1442561,5150,800,67200,0.870935
1149924,4185,1900,87700,0.606024
2072039,5005,400,46800,0.906235
7079151,2715,2100,77900,0.537283
6014552,2795,800,70300,0.640384
9190786,1675,700,75200,0.645543
7238645,5070,1200,33550,0.59868
2734247,3795,400,54700,0.791416
7917540,1795,600,46800,0.368081
3015596,2970,600,59700,0.520112
9293008,2145,400,53850,0.530026
3099128,6280,1850,83750,0.469923
5583001,2580,1100,70500,0.738073
9213367,3510,800,73200,0.770505
9355732,3050,500,63300,0.72713
2116317,2780,1100,64350,0.695359
8246860,5265,900,58350,0.480969
3521782,5160,400,91950,0.880569
9545801,2923,750,59950,0.660714
3615170,5697,1150,60850,0.764434
7695587,3153,400,56150,0.602751
7294271,8374,800,51250,0.36852
9850810,2758,1700,84700,0.852916
6901027,2755,500,59650,0.736452
7932242,5233,700,64250,0.365683
4384347,6510,600,67650,0.520966
6224125,2287,1000,45350,0.673539
8862407,3250,600,79550,0.74903
4755470,5060,900,65950,0.860115
1144949,4680,400,72400,0.591813
7943393,3085,400,91300,0.585763
8887688,2290,900,68650,0.460317
9078372,3860,400,85800,0.867087
4654935,6780,1200,75700,0.448473
3931590,6605,1350,65100,0.471732
5294900,1800,450,38800,0.455992
4019728,5070,900,50100,0.611179
2432860,2785,600,39450,0.608603
5279784,4790,2800,48050,0.517389
9345309,2295,800,70950,0.740313
1271343,2660,1600,59850,0.649507
5986775,2170,900,70900,0.417404
6369904,2055,900,47500,0.48675
9926897,3095,500,49500,0.685417
3248232,2105,400,76250,0.436949
6190499,5260,1100,72700,0.769238
4773240,1640,600,47550,0.563808
5697926,7255,2000,63950,0.309828
6238785,3030,1100,67200,0.917518
8575051,4010,1600,74100,0.87371
6751852,2938,700,55500,0.415168
9720931,4520,2300,64200,0.434862
6348368,5075,1450,88650,0.617158
3095808,3645,600,46400,0.572663
9366165,2160,500,44250,0.364244
3424561,3220,1200,62850,0.693969
6589410,3050,600,45900,0.7653
5734610,3085,1200,64000,0.72248
5756534,6520,1100,73500,0.48774
8145159,5050,1050,76450,0.36255
5510851,4780,1300,78100,0.767023
4534298,3670,500,59800,0.75962
1652323,5195,900,48000,0.261506
1478829,1635,600,90450,0.471626
2458234,3015,700,63650,0.716965
4478629,1735,800,32400,0.601329
3125520,4580,1000,51200,0.587932
8042773,2385,1200,59250,0.732489
9075807,3980,900,74000,0.475489
6252146,3130,850,63150,0.478953
4490342,3230,600,62400,0.544344
7157504,5145,1200,77050,0.746128
2482131,4335,1200,68500,0.573088
8287291,3795,400,68750,0.452396
8076894,1895,600,58200,0.85157
6452903,5265,900,57750,0.409458
8977416,4720,400,44200,0.410741
8952465,5155,2500,66800,0.860548
1330348,3695,700,55550,0.774288
7547334,6680,900,60250,0.705063
6229575,3250,2000,67150,0.52007
2123500,3240,800,47900,0.571212
1790430,8932,600,41100,0.501189
9744211,2700,600,56400,0.755946
8931077,1885,900,66050,0.826396
1912091,6500,500,67550,0.696592
4980185,4155,1300,77450,0.659589
3641767,5020,700,50050,0.464741
7567962,5130,1200,76650,0.65799
2199594,3530,900,63800,0.531786
8851162,1885,600,45850,0.424891
7376849,1760,600,55300,0.780049
3330839,3250,1100,76300,0.596639
6693698,2115,400,58550,0.571297
4068814,5020,1099,52150,0.634398
3333409,3500,900,62750,0.425862
4870845,5080,700,62700,0.764254
5844774,3140,2000,69100,0.567765
1711289,3635,400,36700,0.550685
6343182,5000,1400,85250,0.772588
7556344,3600,1900,84450,0.60298
7076473,2130,600,73500,0.518307
6060045,5135,700,50150,0.650819
1270859,3535,1100,66150,0.527826
9639564,1790,550,35100,0.385826
2299475,3090,2500,70100,0.54214
6598866,3625,2300,61550,0.545051
7762311,2785,1900,71900,0.562617
9075046,3640,500,44950,0.556752
4036808,5165,1100,46350,0.734901
2393096,5225,900,52350,0.475475
2882982,1610,400,31050,0.568887
8166424,5095,700,61100,0.730635
1264497,3100,1100,49250,0.709173
3151732,3760,900,45600,0.56714
4349912,3515,500,85050,0.452253
2093938,3170,700,52750,0.532493
2001254,2579,500,47250,0.585134
9511719,4190,2500,76750,0.621577
8212122,4685,2600,78800,0.747825
4113754,4505,600,45300,0.500709
4736348,7170,1600,69850,0.580815
1470530,3685,800,83300,0.479484
4520053,3720,2950,68400,0.845044
5740391,5135,2900,76750,0.6902
5894809,2585,700,55350,0.46577
6810781,3745,500,81750,0.767715
1837612,3640,1100,72550,0.620354
7222703,6050,1100,56850,0.822061
1988439,3125,500,57600,0.494068
9325537,2750,500,85000,0.560401
4000026,3245,500,59250,0.858305
1614288,7050,800,71500,0.761097
5239279,3045,400,55850,0.672789
5041715,3660,3800,83850,0.56594
3464550,5170,1600,56600,0.518613
1688281,4720,500,38250,0.681481
5427246,5170,600,78150,0.550826
1393777,2550,500,63250,0.515524
1897716,2705,900,61850,0.494591
9164024,5505,1100,64050,0.719535
6912493,3255,400,47100,0.475358
7974274,5265,1450,82200,0.737634
9612504,5175,1150,60550,0.594247
8449687,3385,600,67950,0.568763
1979340,2280,400,62800,0.529755
7335802,6675,700,68300,0.452281
5347489,3130,900,55200,0.476174
8254575,3585,600,48150,0.623192
5423448,5175,400,90850,0.712815
8265013,7225,1100,83000,0.803898
3889953,5255,700,52950,0.66267
2277014,5275,1100,44650,0.626029
1437101,3670,1100,62400,0.484236
7831009,2825,501,62150,0.493251
3381745,5375,3100,72950,0.621567
5393318,3947,500,38200,0.743585
8845094,3130,600,71550,0.567494
3754475,2585,1000,61200,0.500558
1808233,2750,450,59950,0.791202
6259488,4245,1300,73450,0.726642
7808483,1965,700,61550,0.504219
1989026,2290,500,46200,0.521765
4627532,2240,700,54500,0.579505
3831591,3140,600,61450,0.543117
4760607,1745,400,33700,0.489999
5187785,1890,400,38500,0.712473
7601832,5120,500,41100,0.472867
9673096,2155,1000,60800,0.775095
2265567,5220,1100,59700,0.519859
3290066,2710,700,32400,0.681022
7976758,2560,1100,75850,0.500302
6585259,5225,500,48350,0.343843
1360450,2333,400,51950,0.630346
3110306,5195,2800,53700,0.768388
8572907,3675,800,70200,0.720995
9927826,5036,2800,68950,0.50782
5318181,5075,2800,86850,0.75253
6855318,3735,1800,77300,0.856952
6890441,5055,1200,55200,0.748499
2854126,4822,1350,78250,0.578474
4193204,7035,700,82800,0.862135
5970197,2335,1100,72700,0.607299
9190154,4692,1700,83600,0.507085
5986781,2120,800,59250,0.564584
2565029,3260,700,68900,0.612422
5614972,7212,700,76050,0.492155
3593479,4725,1000,34150,0.604426
4557165,4281,500,53800,0.638293
4100979,5170,1200,63550,0.435623
5231868,3665,2850,73350,0.600509
6313372,3100,900,60000,0.597075
8765522,3750,701,62900,0.689294
6596842,3285,400,65350,0.865611
5185098,5075,1100,80800,0.871687
4486939,7155,3200,61350,0.60082
8242435,1580,800,56000,0.665129
6977461,4635,1100,48900,0.558301
8335884,4205,1100,63100,0.885344
1506875,3520,800,79800,0.515203
1193433,3095,450,31700,0.611836
2241015,2695,900,71200,0.734859
5612440,3245,900,47650,0.348826
2221652,3580,400,75350,0.64026
3265322,8902,2900,53900,0.741629
3712707,3225,800,51950,0.619005
6951696,3225,600,55350,0.366958
6446302,4615,1000,47950,0.435767
6964638,3150,1200,33200,0.417729
9276213,5060,1200,71800,0.594923
6620413,3525,700,67100,0.397207
4527917,5130,600,42900,0.507515
2152944,3700,400,44600,0.7432
7756729,2615,600,51200,0.584501
6600206,5575,900,77800,0.766948
1220907,3780,600,66950,0.767207
8465032,1745,600,37850,0.797777
7032659,1570,500,68000,0.459108
4830802,6050,3600,40200,0.561224
5475328,3585,1350,76850,0.477265
9420450,3510,500,78100,0.712604
4291730,3745,700,63200,0.631721
1450987,5105,2650,70450,0.544174
6179483,1665,400,48250,0.54532
7325613,2765,900,57100,0.767491
8912257,2650,4900,37750,0.744043
8267883,6785,600,44300,0.728953
1456935,3175,800,65350,0.346592
6100099,3765,500,81400,0.672239
7985078,2505,1100,67350,0.619806
1476227,3445,400,81000,0.542377
3739694,2560,700,59450,0.660175
5031727,3140,500,38150,0.739135
7112177,3750,1100,59300,0.546081
9172181,5055,700,70400,0.75807
8034543,2550,1200,90250,0.535867
9081796,3600,700,56450,0.713363
2321847,2186,400,78900,0.511064
9107337,3680,2800,65750,0.477863
4000214,3370,900,63050,0.51885
1478251,4260,1150,77050,0.829771
5654262,2745,600,43700,0.850361
7887989,6530,400,72950,0.303626
5206348,3280,800,54900,0.571613
2647578,6745,900,39600,0.710552
9211438,6270,800,61500,0.834745
4558810,1745,800,43050,0.679938
8324854,6520,3200,64200,0.761072
4154457,2790,700,50550,0.769782
5290050,2100,600,43700,0.857717
6004529,2785,400,49700,0.599207
2676663,3235,900,58800,0.37336
9073818,1760,500,95050,0.703636
6606621,5185,400,65850,0.527458
8151105,3205,900,44100,0.694863
9481919,2555,2400,73050,0.391675
7794799,3000,700,70200,0.753853
6316911,3255,400,58100,0.427588
2274400,3260,600,45600,0.486764
6722721,3330,1150,92200,0.759018
3174253,2670,900,60000,0.813012
1389080,4463,1700,77300,0.634552
1116404,2277,600,39700,0.728908
2126085,6030,2700,81050,0.593666
8582034,1735,600,79500,0.71225
7693181,3900,700,54800,0.58988
3936907,5285,800,46100,0.779503
2330199,5165,700,89550,0.588506
3629853,2610,700,61400,0.757862
2883425,2670,900,39550,0.698265
1468800,2505,400,59650,0.603502
8284663,3500,1100,68400,0.783615
4573663,1815,500,34150,0.714242
5931612,4590,700,50450,0.53373
6609647,3155,600,84400,0.376114
6415552,2010,1050,66300,0.465108
8495374,3120,400,51600,0.655707
8373846,6100,2900,91650,0.836923
9635017,2670,1350,68850,0.778158
7734005,3250,700,65950,0.458796
2381446,6880,1100,63900,0.369529
3974260,2730,1200,71450,0.553299
6765777,5160,1100,67500,0.671346
3181649,4650,900,69650,0.73701
3661668,3120,2600,76100,0.699007
1450663,2085,900,50550,0.548653
8840613,3005,3000,76650,0.748395
8467241,1660,800,49350,0.451988
4744062,1090,500,34450,0.531145
3144625,4583,1000,65500,0.583102
2175178,4692,1200,60700,0.529869
7579250,3225,900,64150,0.687812
2843918,4740,600,53850,0.637247
6467430,5180,600,39300,0.606418
3824409,3150,550,43350,0.469328
8636438,5140,1200,66200,0.438142
5391534,2520,2500,91800,0.657063
7445400,2735,700,44000,0.436173
5249804,5275,1900,64750,0.513212
9695067,2765,1200,41900,0.810725
6026257,3435,600,70700,0.815839
3594180,2295,1100,61650,0.59578
4364280,3570,700,82900,0.814726
1479740,3005,400,47850,0.779348
6292418,3085,2100,58950,0.311585
3730685,2735,400,30700,0.734066
3259810,2545,900,32750,0.523813
9493384,5060,800,78900,0.682577
7777612,3965,550,44750,0.484836
6183504,3346,500,48600,0.582001
7805325,1630,550,38100,0.652702
1582577,5060,400,62100,0.841933
9090698,1685,400,84350,0.838895
8299531,2818,400,63200,0.7873
4356708,1720,1100,51250,0.727629
5656100,5245,1400,72450,0.771406
8320206,2690,500,51900,0.637148
2582496,1535,700,48350,0.611822
4271351,3775,800,88400,0.525848
3206313,1865,1350,78650,0.389825
3744847,2000,1000,60500,0.377452
3666597,5085,900,42900,0.84104
6887396,6140,3100,67000,0.362651
1692587,6590,500,41400,0.368819
2676384,2305,900,57750,0.708463
6085413,4290,800,68800,0.860768
4811120,5115,1300,77800,0.607248
2433745,6570,900,75700,0.630699
9243301,3230,900,72250,0.610462
3890740,2110,700,65950,0.680218
2270668,3160,800,48450,0.587687
8151859,5055,3100,74600,0.527819
4626167,2645,1900,86750,0.706622
5193203,3505,700,47300,0.729926
8050493,4245,500,59200,0.74764
1586282,5472,900,55000,0.668835
9930976,3220,700,50550,0.449338
8222582,3520,1400,60600,0.46728
7053503,4240,800,49150,0.526096
5792630,3670,400,30750,0.535895
5313402,2380,700,51400,0.53031
4791098,1890,600,55750,0.635526
7302208,2105,600,53100,0.464406
5872961,2725,800,45450,0.46894
5521623,2510,4800,73550,0.756539
4198575,3175,1600,70850,0.497804
3592138,3990,1200,63350,0.753313
8781532,1895,800,55200,0.644651
8482924,2680,600,47200,0.545536
4159124,4770,600,33000,0.641254
6702518,6730,3400,56400,0.497573
3754545,3615,1050,78050,0.623415
9914588,5442,400,69250,0.776139
8329266,3040,400,59250,0.6968
6637830,5560,400,41600,0.551896
2466043,3075,900,54450,0.557021
3725062,2185,700,64100,0.686823
3566257,3115,600,75900,0.668396
7845110,3005,2400,42950,0.713756
1672648,4795,400,56000,0.642052
6561306,3020,1100,32100,0.543806
5167885,2630,600,80200,0.584001
5284147,2725,600,64800,0.698524
5211186,3780,900,61300,0.555837
4055201,2375,1600,74600,0.742607
9127358,3145,799,64150,0.389756
2219871,3050,500,32150,0.58543
6037292,2955,600,53850,0.74875
2421470,3850,800,71400,0.609738
4621118,2605,800,41900,0.379456
8801482,3295,500,81450,0.798303
9666552,3210,2800,72400,0.779298
9669268,1670,800,62850,0.602318
9837467,3080,500,71700,0.578849
9835418,3097,400,60450,0.817075
4399205,3595,1100,86650,0.665698
5055442,3770,2000,63900,0.32229
9716187,2605,800,75400,0.785573
5315737,3295,700,62700,0.675626
3065506,2995,800,79050,0.502727
1515974,2685,500,46450,0.649142
5693662,1835,700,43050,0.616685
3765377,3140,800,55300,0.542359
6227899,6065,2700,42150,0.623516
8854164,5175,2400,71000,0.743292
8022093,1635,700,47200,0.485619
5395720,2835,600,41850,0.605327
4067175,5285,700,67200,0.479395
5102813,2605,900,68200,0.665872
4041997,2670,500,41100,0.602234
6496931,2555,900,48700,0.663932
7132152,3010,400,60100,0.872303
9947115,2140,400,83500,0.860539
1996405,4065,1400,48300,0.506852
2510984,3120,2900,80800,0.742594
8918464,4260,600,58650,0.852044
9639525,2580,400,62400,0.553552
2138169,3655,900,70350,0.801951
8026785,2020,1100,71050,0.408019
4713387,6195,2400,86500,0.786812
5864936,5592,400,79350,0.531275
7994396,3695,600,44550,0.639434
9519589,3210,400,43850,0.486184
1350115,3035,700,68100,0.515491
1860320,2720,850,90100,0.457698
9340454,1505,700,62850,0.758605
7360493,3510,2700,67750,0.551762
6705898,6230,2200,94700,0.320531
6870116,4650,400,61900,0.778019
2734390,6640,3400,75600,0.887405
2274315,5200,900,64900,0.731924
4358845,9205,800,72100,0.651545
3696086,5205,600,42800,0.275443
7461341,2880,900,65550,0.698537
5634798,3165,1200,60500,0.497584
1832244,6696,3300,56250,0.373606
7253272,4500,700,59900,0.73515
9601245,2820,1400,67900,0.45039
8972049,6650,600,46350,0.550416
9291450,2580,2500,76500,0.637483
1630781,5260,800,62750,0.768989
8329061,4650,800,60250,0.603036
4865551,3755,700,40400,0.662168
8821909,3015,1700,67700,0.807787
6118316,3790,400,72250,0.742909
7839777,2645,600,47350,0.576417
2046301,2650,600,32050,0.488085
4595847,3060,1000,46000,0.551953
6442130,3205,400,44400,0.76794
3860904,1735,400,63850,0.836398
7608514,2535,700,71800,0.621519
4094441,3750,1100,93550,0.736844
5451046,5590,1050,62150,0.835699
2786299,3295,1050,80600,0.764381
8355439,4845,500,21450,0.451727
6662347,3610,800,80450,0.681923
2991613,5700,500,36850,0.563094
4386329,2843,1900,62850,0.584735
3416846,2270,400,37800,0.465858
7836701,6230,3200,99300,0.629968
9582447,2210,700,44200,0.640147
7755895,5000,900,51600,0.607124
6799951,2475,400,53150,0.793155
2413436,6730,899,59950,0.470314
9117709,5150,700,58300,0.421199
3650187,3065,1000,69950,0.549545
8360790,5532,1800,93700,0.61677
5455340,2565,400,74250,0.531183
7516530,2555,900,46350,0.668281
9795920,2597,1100,48750,0.430821
4799342,2100,600,47450,0.73094
3332114,5205,1000,48450,0.331525
2232717,3120,400,47100,0.482894
1359116,5185,1100,46900,0.758731
7800827,2115,400,34200,0.360034
2459025,1905,900,46100,0.580079
8327560,1610,900,67800,0.822728
4414124,4235,600,58150,0.758109
7015780,1640,600,65500,0.447638
4488901,3710,400,73000,0.552125
4872089,6710,600,83700,0.698501
2618346,3120,1100,53050,0.789964
1478336,3215,1150,60050,0.604826
3861016,3970,1150,79650,0.547562
8901746,2235,700,58250,0.368156
4902012,4085,900,58700,0.357684
1540097,4515,400,55350,0.523616
2461825,2110,700,71950,0.832056
1279547,2790,500,65150,0.638511
2701075,2725,600,78450,0.638981
9205251,3725,700,51000,0.594661
5406199,4079,900,43550,0.669835
4822857,2845,600,56300,0.728778
7181179,2272,600,65550,0.777436
3459935,2245,800,67300,0.823947
6667809,6500,700,56400,0.638492
8059531,3785,900,51050,0.725065
1971098,4005,1200,39600,0.54442
7246016,2535,1200,74350,0.513093
4843724,3070,800,55950,0.845671
5189324,2100,600,68100,0.616384
6021284,6043,900,71300,0.812754
2956345,2185,900,80600,0.68389
7906381,3575,900,31700,0.720953
9781259,6655,1200,77350,0.733804
7764575,8070,3100,86800,0.801253
7137120,1755,650,65800,0.698748
1201556,3600,600,33200,0.615698
5019327,2830,500,74150,0.365936
2157436,3250,800,53300,0.497726
6067865,3630,600,61250,0.636477
8044456,3685,900,43500,0.562712
8797441,2535,400,41150,0.5668
1392971,3575,450,54450,0.688315
9417319,3165,1200,46150,0.408293
3231097,3585,1250,52650,0.26803
7981315,3510,500,43650,0.680759
8451529,6655,500,70800,0.62815
8618241,3897,1100,62400,0.600713
4550083,5060,400,89000,0.919202
1806347,2285,400,47850,0.559446
1166776,6735,800,86400,0.569722
7230184,2342,800,48200,0.746102
8367585,5475,500,40950,0.692238
5859779,3590,1150,68850,0.770493
4268190,3060,501,58350,0.411581
9821112,2150,600,35350,0.771698
3565617,3210,500,54800,0.511285
7243487,6725,3100,67600,0.528746
8831139,3460,500,57750,0.544782
2190359,2495,400,30950,0.473173
2718857,1850,1100,46400,0.297216
5191769,3176,800,45950,0.791452
8048278,1835,500,72100,0.62777
2001856,5135,799,54800,0.938201
1360895,3595,1150,69700,0.659209
3692189,6075,500,38150,0.609726
3627975,2525,700,65100,0.708802
1851035,2496,400,39850,0.578124
5120804,2295,1100,47100,0.44895
3449424,2035,450,42550,0.541565
2146274,4265,2400,81400,0.858812
1242634,2825,1100,50950,0.523229
7612898,2650,1000,67500,0.754163
2275194,3020,2700,78300,0.551834
7011304,3265,1900,75700,0.540922
8394707,1900,500,57300,0.783127
8051776,4270,1200,76350,0.44059
7105374,4065,1600,65850,0.682352
5058010,6200,1150,82450,0.877324
2793351,4210,900,49800,0.719808
2012213,3275,1200,46650,0.62864
7455294,6705,600,32200,0.612244
2844603,2030,500,44900,0.730293
2247197,3261,600,54600,0.563078
8719174,1850,400,54200,0.69145
3159178,3105,600,63000,0.672708
1609180,5015,350,88800,0.661829
7547595,3505,1800,63750,0.728357
4230768,3430,1300,85250,0.613143
5200867,4030,1300,59000,0.629189
7916441,2340,700,58000,0.574991
9198569,1765,1199,46200,0.353998
5872299,1610,1100,37400,0.682364
3181425,2680,1000,84600,0.732775
4362390,3080,900,65200,0.668662
6667709,5195,1200,61000,0.573956
3544905,2555,2800,84100,0.665435
4423804,5070,800,52250,0.56391
2340055,3655,800,42500,0.515471
4649051,5265,600,40100,0.527415
6858069,2000,1800,76100,0.73058
9042392,4665,1150,57050,0.663834
7306934,2550,700,68100,0.655065
4340365,2650,1100,66150,0.862329
7661566,2320,600,48900,0.363182
7878155,4055,800,38650,0.634794
5728138,4630,1600,68700,0.581725
9097749,3035,900,59900,0.516229
9526861,3255,2400,71150,0.767679
3490353,3570,400,40350,0.44145
2681717,3725,900,58800,0.423861
1889835,2110,4200,58300,0.591003
7971263,5020,650,67900,0.692182
3513403,4350,3100,88900,0.849333
4400783,6620,1600,75300,0.664671
6073916,3195,700,55950,0.715539
7570283,4230,1100,73600,0.77828
9382240,2500,2800,59250,0.642023
7125490,5145,3200,85450,0.508249
6203888,3595,700,56800,0.629791
5520600,2785,400,30350,0.556449
3895202,4680,900,70600,0.403781
8527023,3120,800,57700,0.558354
7985044,7918,600,42000,0.76853
2428766,2035,400,53150,0.496441
4005048,2530,700,51150,0.597136
5476202,3890,1700,79050,0.695835
7240216,4230,800,81900,0.731101
3561896,3105,1100,49000,0.744027
6055417,3670,1200,73750,0.802963
2488561,3390,600,83100,0.730897
5065196,5240,700,61950,0.445926
3679956,2225,1000,60500,0.647673
6822746,1675,900,82450,0.63177
2277237,7285,450,70700,0.71022
5615858,3020,800,80950,0.80893
8670528,5200,800,53850,0.504061
5462685,3195,700,75450,0.810268
8582621,9446,4100,83350,0.533205
1899606,3715,800,45100,0.484871
2321238,5145,600,38300,0.636608
8949616,2840,400,72000,0.701689
3240399,2355,700,67950,0.597776
5500431,4640,800,45600,0.726573
8119153,3175,500,30350,0.49053
9929404,4005,2800,72550,0.513405
2090677,2207,700,31350,0.685815
1530248,7140,900,78850,0.524502
6148809,3710,800,54800,0.628588
7209182,2642,700,63750,0.750431
6621965,1710,800,73350,0.540057
6251075,6585,700,44150,0.64528
2750035,3190,700,36150,0.52477
4252067,6285,900,78000,0.841039
7635877,2215,800,49100,0.521063
9216720,2755,900,62700,0.732754
7153056,2690,600,46200,0.834385
8019610,1605,700,38900,0.708484
5561135,2095,650,77300,0.816079
8397262,5160,700,67650,0.455971
3902625,3547,600,69000,0.921744
6198370,2070,500,45950,0.547636
7860956,2645,1100,60100,0.850073
3231557,2740,1100,80350,0.845846
6782651,2275,450,42850,0.546822
6883384,3320,800,68400,0.666625
2858964,3770,600,45450,0.700943
9036484,1890,1099,43800,0.780337
3800281,2878,1400,76000,0.731249
1195609,3025,800,71250,0.685331
2790351,2545,600,42600,0.531205
8849982,2890,1200,66800,0.604518
3564564,3110,700,66050,0.594919
6814823,5135,1100,46850,0.621952
7080950,5070,450,33150,0.4371
9431079,6255,900,69850,0.774586
4421896,3215,500,76000,0.434609
4868757,2365,1000,53300,0.734507
4193986,4510,900,42350,0.652234
4147804,2685,900,63700,0.414913
5467388,3260,550,35700,0.553109
6140035,4333,700,61000,0.917367
4650646,1630,450,42850,0.637323
9578625,2060,700,51150,0.71782
2688200,2205,400,53750,0.434206
2187381,3180,600,46550,0.800861
3901597,5265,1100,51750,0.610899
7943036,6740,1900,90850,0.549504
5573583,3135,800,75200,0.478428
3479567,1705,600,64700,0.632918
5038783,4660,850,93400,0.53497
1940966,3510,600,58050,0.794631
5546473,6030,900,81250,0.510544
7679803,2605,400,43550,0.792704
4874156,2483,501,43050,0.567394
9459817,2565,600,70600,0.563178
7597667,6200,400,36750,0.806479
7178563,3615,400,52050,0.47945
4759038,2665,1150,61100,0.625195
2978039,4720,1000,50950,0.644347
4580798,5120,800,51450,0.611307
5606618,2705,2500,86550,0.615305
9326111,3745,600,65350,0.884712
8896244,2680,600,61350,0.410885
6095905,3005,800,69350,0.548179
2954090,3995,1200,71000,0.594791
1668890,2550,1400,92500,0.491229
7773434,4525,400,49250,0.553537
9086936,5070,1100,52400,0.468645
7740298,3120,600,63650,0.67574
7121806,2675,1000,60750,0.666599
9303594,3125,500,51550,0.78908
5289294,3255,800,43900,0.220711
9341352,3105,450,41250,0.507908
6780142,1830,1100,79200,0.726781
6816128,4470,700,46600,0.756255
7270227,4670,700,54000,0.420176
2394886,3680,900,53550,0.69898
9485609,3200,400,49050,0.701077
9124884,7555,400,73250,0.813546
1687969,6615,600,52850,0.74462
1198755,2230,500,69000,0.703819
3395784,1585,600,64950,0.689268
2427279,1870,1100,54800,0.645069
6558691,3695,1700,30600,0.700801
9402859,4770,1900,78950,0.572705
7577821,4755,3200,69350,0.678663
8138319,2645,800,46300,0.406891
4249947,3785,500,41600,0.635971
7886747,5200,400,92450,0.797713
4008649,4535,1100,50850,0.613512
5097461,3160,800,60050,0.444944
9569215,3400,400,51350,0.480073
8008283,3680,1600,74850,0.820233
6775813,2630,801,58800,0.6492
3971256,4585,900,54450,0.659667
8599423,3110,1100,49050,0.669323
5886642,3720,1000,71850,0.595217
7628048,8060,900,70600,0.641255
5572230,8022,501,59700,0.863742
2963876,4035,400,75800,0.764149
6908877,3295,600,47850,0.618848
8168386,5480,600,60550,0.574126
7537835,3215,900,62050,0.460333
2604119,6275,800,84000,0.625637
3496429,5200,400,58300,0.448811
7365756,4710,400,72250,0.483478
9226475,2301,700,59050,0.737439
2439101,6095,3300,38400,0.633537
9099543,2515,1150,76000,0.421937
9610585,3045,600,73600,0.478335
4470982,1785,500,38750,0.805029
1797598,2570,2700,70650,0.648944
1240627,5151,700,52800,0.740431
3405311,5090,1200,63750,0.698967
4855045,3070,2500,82950,0.800545
1742144,4195,700,72900,0.477229
1121172,2670,550,43500,0.397052
5101508,3715,600,71050,0.497758
6824859,9885,3300,53150,0.471926
2239967,3245,500,56250,0.476755
1677575,2740,700,63450,0.40985
2179686,2570,2700,68450,0.52886
3357969,1690,800,55950,0.596776
4897741,2605,350,63650,0.567466
1780855,2560,500,71350,0.672899
5341977,5164,1800,85050,0.715779
9588604,3515,1200,77750,0.874418
4305664,1725,450,35100,0.671475
5258866,3255,900,66850,0.76
5071018,3640,700,71800,0.787388
7985425,2495,1000,64000,0.527576
3309868,2010,1100,68000,0.605208
8023382,3050,1150,82450,0.698385
7670148,3290,400,54650,0.630043
7211996,3680,1600,82250,0.730512
2441448,4240,900,77250,0.70102
9770852,4100,700,70850,0.345268
2039923,5220,700,50250,0.409158
2812974,2200,475,54150,0.762583
7849413,3145,800,33550,0.622449
8665409,2575,900,61500,0.511247
2038311,4125,600,43450,0.478745
3022377,4250,500,64050,0.545582
2971478,4085,500,83150,0.662642
4018104,4500,800,39750,0.577737
9427493,6210,1800,96150,0.201929
3918851,2015,1800,67150,0.536021
1888957,4640,500,36350,0.688472
9869323,3680,900,43950,0.518093
5406017,3650,1050,82350,0.681312
1608905,2755,500,74650,0.793743
1851058,3305,900,53350,0.781825
1183907,3605,1400,63750,0.728357
4478953,6535,800,64650,0.51368
9576697,3195,400,54600,0.40769
8197072,2065,600,59800,0.765641
1993642,3260,700,51450,0.673305
7953702,7250,900,51250,0.658887
4696428,3740,1100,70400,0.623871
5009977,5280,600,43500,0.592485
2522839,1770,600,67400,0.671863
2827440,5185,1100,73400,0.75243
6196216,5025,1100,69000,0.736988
6801352,2155,1400,73100,0.429154
5044162,2075,1200,44450,0.611169
8051326,2941,800,69500,0.580773
8474047,3190,700,60400,0.537211
9198220,1515,900,76050,0.513937
7371060,4042,600,41550,0.526182
3169296,7005,900,52900,0.592629
8284098,4140,400,44800,0.647818
3135687,6635,700,51300,0.617506
8951516,4110,1100,76750,0.640983
3314246,2120,500,34900,0.752839
7601072,6265,1900,91300,0.790178
5331722,2780,900,73650,0.707307
8684999,6590,700,70950,0.72469
8976430,5030,600,66150,0.689304
8342262,3165,400,61150,0.862295
2982544,2515,1050,77450,0.578422
7690435,5200,600,65750,0.559558
5404691,2010,500,46150,0.560589
2197169,4180,1100,63150,0.503371
5167291,3620,1100,50100,0.846646
2261059,1725,400,44750,0.767054
9711568,3155,1350,75400,0.484774
5820858,5225,1050,85650,0.550486
8449291,3695,1000,72100,0.473741
7687565,2343,1000,70500,0.561775
2679468,3225,800,74350,0.508841
5665203,3585,400,45150,0.767929
1123280,4750,1100,76500,0.426783
3131488,3165,400,52650,0.741647
1331994,2015,600,65900,0.732921
6490738,3005,400,76950,0.535348
3879599,3625,1000,88100,0.583017
